Tabela,Caminho,Campo,Tipo,Tamanho,Precisao,Obrigatoriedade,IndiceParadoxDetectado,PossivelChavePrimaria,PossivelChaveEstrangeira,NomeVisualCorrespondente,ModuloRelacionado,TelaRelacionada,EntidadeDominio,ClassificacaoCampo,Evidencia,NivelConfianca,Status
PedVenda,EST\FILIAL\PedVenda.DB,DatConfPed,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatConfPed,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
PedVenda,EST\FILIAL\PedVenda.DB,ValTotal,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,Total,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
PedVenda,EST\FILIAL\PedVenda.DB,EmitNot,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,EmitNot,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
PedVenda,EST\FILIAL\PedVenda.DB,EmitBol,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,EmitBol,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
PedVendaCanc,EST\FILIAL\PedVendaCanc.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
PedVendaCanc,EST\FILIAL\PedVendaCanc.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,HorCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
PedVendaCanc,EST\FILIAL\PedVendaCanc.DB,MotivoCan,System.String,200,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ArqLavSoft,Estruturas\ArqLavSoft.DB,Pagina,System.Int32,4,0,nao confirmado,.PX,nao confirmado,nao confirmado,Pagina,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
ArqLavSoft,Estruturas\ArqLavSoft.DB,DatEnc,System.String,40,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatEnc,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CamLavSoft,Estruturas\CamLavSoft.DB,DataCriado,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DataCriado,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
GruOp,Estruturas\GruOp.DB,DatCad,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatCad,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
IndLavSoft,Estruturas\IndLavSoft.DB,DataCriado,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DataCriado,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
Janela,Estruturas\Janela.DB,DatCad,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatCad,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
MigraNuvem,Estruturas\MigraNuvem.DB,IndiceMigra,System.String,40,0,nao confirmado,.PX,nao confirmado,nao confirmado,IndiceMigra,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
VERIFY,Exe\VERIFY.DB,Date,System.DateTime,8,0,nao confirmado,,nao confirmado,nao confirmado,Date,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
CadClaAlt,Filiais\MOVANTIGA\GER\DADOS\CadClaAlt.DB,ObsClaAlt,System.String,40,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ObsClaAlt,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadClaAlt,Filiais\MOVANTIGA\GER\DADOS\CadClaAlt.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadClaAlt,Filiais\MOVANTIGA\GER\DADOS\CadClaAlt.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Backup,Ger\Dados\Backup.DB,Data,System.DateTime,8,0,nao confirmado,,nao confirmado,nao confirmado,Data,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,EstEntCli,System.String,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,EstEntCli,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,DatCad,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,DatCad,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,EntPVisita,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,EntPVisita,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,TipoEntrega,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,TipoEntrega,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,DatNas,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,DatNas,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,ConEmiCar,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,ConEmiCar,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,EmiNot,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,EmiNot,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,EmiBol,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,EmiBol,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,EmitDup,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,EmitDup,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,DatCan,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,ComisVen,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,ComisVen,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,OEmissor,System.String,20,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,OEmissor,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,HorCan,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,DiaPadPag,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,DiaPadPag,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,ControlEnt,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,possivel,ROL,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Backup\Clientes.DB,DatFil,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,DatFil,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
CadArea,Ger\Dados\CadArea.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadArea,Ger\Dados\CadArea.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadCenCus,Ger\Dados\CadCenCus.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
CadCenCus,Ger\Dados\CadCenCus.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
CadCenCus,Ger\Dados\CadCenCus.DB,CentroNeg,System.String,10,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,CentroNeg,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
CadClaAlt,Ger\Dados\CadClaAlt.DB,ObsClaAlt,System.String,40,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ObsClaAlt,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadClaAlt,Ger\Dados\CadClaAlt.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadClaAlt,Ger\Dados\CadClaAlt.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadClaProj,Ger\Dados\CadClaProj.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadClaProj,Ger\Dados\CadClaProj.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadCon,Ger\Dados\CadCon.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadCon,Ger\Dados\CadCon.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadCont,Ger\Dados\CadCont.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadCont,Ger\Dados\CadCont.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadContCon,Ger\Dados\CadContCon.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadContCon,Ger\Dados\CadContCon.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,HorCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
