"Source","Target","RelativePath","Extension","Length","LastWriteTime","CopiedAt","ReadOnly"
"D:\AtelieProd\Equipexe\EST\DADOS\CadGruEst4.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadGruEst4.XG0","EST\DADOS\CadGruEst4.XG0",".XG0","34816","15/01/2019 15:52:36","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadGruEst4.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadGruEst4.YG0","EST\DADOS\CadGruEst4.YG0",".YG0","4096","15/01/2019 15:52:36","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadKit.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadKit.DB","EST\DADOS\CadKit.DB",".DB","2048","15/01/2019 15:52:36","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadKit.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadKit.PX","EST\DADOS\CadKit.PX",".PX","2048","15/01/2019 15:52:36","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadKit.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadKit.XG0","EST\DADOS\CadKit.XG0",".XG0","34816","15/01/2019 15:52:36","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadKit.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadKit.YG0","EST\DADOS\CadKit.YG0",".YG0","4096","15/01/2019 15:52:36","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadLocEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadLocEst.DB","EST\DADOS\CadLocEst.DB",".DB","2048","15/01/2019 15:52:36","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadLocEst.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadLocEst.PX","EST\DADOS\CadLocEst.PX",".PX","2048","15/01/2019 15:52:36","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadLocEst.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadLocEst.XG0","EST\DADOS\CadLocEst.XG0",".XG0","34816","15/01/2019 15:52:36","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadLocEst.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadLocEst.YG0","EST\DADOS\CadLocEst.YG0",".YG0","4096","15/01/2019 15:52:36","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadUniPro.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadUniPro.DB","EST\DADOS\CadUniPro.DB",".DB","2048","15/01/2019 15:52:48","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadUniPro.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadUniPro.PX","EST\DADOS\CadUniPro.PX",".PX","2048","15/01/2019 15:52:48","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadUniPro.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadUniPro.XG0","EST\DADOS\CadUniPro.XG0",".XG0","34816","15/01/2019 15:52:50","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\CadUniPro.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\CadUniPro.YG0","EST\DADOS\CadUniPro.YG0",".YG0","4096","15/01/2019 15:52:50","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\EstMinMax.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\EstMinMax.DB","EST\DADOS\EstMinMax.DB",".DB","2048","15/01/2019 15:53:18","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\EstMinMax.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\EstMinMax.PX","EST\DADOS\EstMinMax.PX",".PX","2048","15/01/2019 15:53:18","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\EstMinMax.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\EstMinMax.XG0","EST\DADOS\EstMinMax.XG0",".XG0","34816","15/01/2019 15:53:18","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\EstMinMax.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\EstMinMax.YG0","EST\DADOS\EstMinMax.YG0",".YG0","4096","15/01/2019 15:53:18","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\GruProEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\GruProEst.DB","EST\DADOS\GruProEst.DB",".DB","2048","15/01/2019 15:53:28","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\GruProEst.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\GruProEst.PX","EST\DADOS\GruProEst.PX",".PX","2048","15/01/2019 15:53:28","23/05/2026 11:30:57","True"
"D:\AtelieProd\Equipexe\EST\DADOS\GruProEst.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\GruProEst.XG0","EST\DADOS\GruProEst.XG0",".XG0","34816","15/01/2019 15:53:28","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\GruProEst.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\GruProEst.YG0","EST\DADOS\GruProEst.YG0",".YG0","4096","15/01/2019 15:53:28","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\Legislacao.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\Legislacao.DB","EST\DADOS\Legislacao.DB",".DB","2048","15/01/2019 15:53:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\Legislacao.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\Legislacao.PX","EST\DADOS\Legislacao.PX",".PX","2048","15/01/2019 15:53:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\Legislacao.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\Legislacao.XG0","EST\DADOS\Legislacao.XG0",".XG0","34816","15/01/2019 15:53:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\Legislacao.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\Legislacao.YG0","EST\DADOS\Legislacao.YG0",".YG0","4096","15/01/2019 15:53:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\MarcasEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\MarcasEst.DB","EST\DADOS\MarcasEst.DB",".DB","2048","15/01/2019 15:53:34","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\MarcasEst.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\MarcasEst.PX","EST\DADOS\MarcasEst.PX",".PX","2048","15/01/2019 15:53:34","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\MarcasEst.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\MarcasEst.XG0","EST\DADOS\MarcasEst.XG0",".XG0","34816","15/01/2019 15:53:34","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\MarcasEst.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\MarcasEst.YG0","EST\DADOS\MarcasEst.YG0",".YG0","4096","15/01/2019 15:53:34","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\ProdEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\ProdEst.DB","EST\DADOS\ProdEst.DB",".DB","2048","15/01/2019 15:54:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\ProdEst.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\ProdEst.PX","EST\DADOS\ProdEst.PX",".PX","2048","15/01/2019 15:54:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\ProdEst.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\ProdEst.XG0","EST\DADOS\ProdEst.XG0",".XG0","34816","15/01/2019 15:54:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\ProdEst.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\ProdEst.YG0","EST\DADOS\ProdEst.YG0",".YG0","4096","15/01/2019 15:54:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\ProdEstKit.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\ProdEstKit.DB","EST\DADOS\ProdEstKit.DB",".DB","2048","15/01/2019 15:54:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\ProdEstKit.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\ProdEstKit.PX","EST\DADOS\ProdEstKit.PX",".PX","2048","15/01/2019 15:54:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\ProdEstPac.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\ProdEstPac.DB","EST\DADOS\ProdEstPac.DB",".DB","2048","15/01/2019 15:54:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\ProdEstPac.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\ProdEstPac.PX","EST\DADOS\ProdEstPac.PX",".PX","2048","15/01/2019 15:54:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\ProdEstPac.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\ProdEstPac.XG0","EST\DADOS\ProdEstPac.XG0",".XG0","34816","15/01/2019 15:54:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\ProdEstPac.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\ProdEstPac.YG0","EST\DADOS\ProdEstPac.YG0",".YG0","4096","15/01/2019 15:54:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\ProEstKit.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\ProEstKit.DB","EST\DADOS\ProEstKit.DB",".DB","2048","04/11/2008 10:03:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\ProEstKit.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\ProEstKit.PX","EST\DADOS\ProEstKit.PX",".PX","2048","04/11/2008 10:03:30","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\TabPrecoEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\TabPrecoEst.DB","EST\DADOS\TabPrecoEst.DB",".DB","2048","15/01/2019 15:54:36","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\TabPrecoEst.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\TabPrecoEst.PX","EST\DADOS\TabPrecoEst.PX",".PX","2048","15/01/2019 15:54:36","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\TabPrecoEst.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\TabPrecoEst.XG0","EST\DADOS\TabPrecoEst.XG0",".XG0","34816","15/01/2019 15:54:36","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\TabPrecoEst.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\TabPrecoEst.YG0","EST\DADOS\TabPrecoEst.YG0",".YG0","4096","15/01/2019 15:54:36","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\TabProdEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\TabProdEst.DB","EST\DADOS\TabProdEst.DB",".DB","2048","15/01/2019 15:54:38","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\TabProdEst.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\TabProdEst.PX","EST\DADOS\TabProdEst.PX",".PX","2048","15/01/2019 15:54:38","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\TpVendas.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\TpVendas.DB","EST\DADOS\TpVendas.DB",".DB","2048","15/01/2019 15:54:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\TpVendas.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\TpVendas.PX","EST\DADOS\TpVendas.PX",".PX","2048","15/01/2019 15:54:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\TpVendas.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\TpVendas.XG0","EST\DADOS\TpVendas.XG0",".XG0","34816","15/01/2019 15:54:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\DADOS\TpVendas.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\DADOS\TpVendas.YG0","EST\DADOS\TpVendas.YG0",".YG0","4096","15/01/2019 15:54:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\CliContEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\CliContEst.DB","EST\FILIAL\CliContEst.DB",".DB","2048","15/01/2019 15:52:56","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\CliContEst.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\CliContEst.PX","EST\FILIAL\CliContEst.PX",".PX","2048","15/01/2019 15:52:56","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\CliContEst.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\CliContEst.XG0","EST\FILIAL\CliContEst.XG0",".XG0","34816","15/01/2019 15:52:56","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\CliContEst.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\CliContEst.YG0","EST\FILIAL\CliContEst.YG0",".YG0","4096","15/01/2019 15:52:56","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.DB","EST\FILIAL\MovEst.DB",".DB","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.PX","EST\FILIAL\MovEst.PX",".PX","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.XG0","EST\FILIAL\MovEst.XG0",".XG0","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.XG1","EST\FILIAL\MovEst.XG1",".XG1","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.XG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.XG2","EST\FILIAL\MovEst.XG2",".XG2","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.XG3","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.XG3","EST\FILIAL\MovEst.XG3",".XG3","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.XG4","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.XG4","EST\FILIAL\MovEst.XG4",".XG4","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.XG5","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.XG5","EST\FILIAL\MovEst.XG5",".XG5","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.XG6","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.XG6","EST\FILIAL\MovEst.XG6",".XG6","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.XG7","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.XG7","EST\FILIAL\MovEst.XG7",".XG7","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.YG0","EST\FILIAL\MovEst.YG0",".YG0","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.YG1","EST\FILIAL\MovEst.YG1",".YG1","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.YG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.YG2","EST\FILIAL\MovEst.YG2",".YG2","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.YG3","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.YG3","EST\FILIAL\MovEst.YG3",".YG3","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.YG4","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.YG4","EST\FILIAL\MovEst.YG4",".YG4","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.YG5","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.YG5","EST\FILIAL\MovEst.YG5",".YG5","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.YG6","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.YG6","EST\FILIAL\MovEst.YG6",".YG6","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEst.YG7","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEst.YG7","EST\FILIAL\MovEst.YG7",".YG7","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstCan.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEstCan.DB","EST\FILIAL\MovEstCan.DB",".DB","2048","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstCan.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEstCan.PX","EST\FILIAL\MovEstCan.PX",".PX","2048","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstCan.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEstCan.XG0","EST\FILIAL\MovEstCan.XG0",".XG0","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstCan.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEstCan.YG0","EST\FILIAL\MovEstCan.YG0",".YG0","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEstEnc.DB","EST\FILIAL\MovEstEnc.DB",".DB","2048","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEstEnc.PX","EST\FILIAL\MovEstEnc.PX",".PX","2048","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEstEnc.XG0","EST\FILIAL\MovEstEnc.XG0",".XG0","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEstEnc.XG1","EST\FILIAL\MovEstEnc.XG1",".XG1","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.XG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEstEnc.XG2","EST\FILIAL\MovEstEnc.XG2",".XG2","34816","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEstEnc.YG0","EST\FILIAL\MovEstEnc.YG0",".YG0","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEstEnc.YG1","EST\FILIAL\MovEstEnc.YG1",".YG1","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovEstEnc.YG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovEstEnc.YG2","EST\FILIAL\MovEstEnc.YG2",".YG2","4096","15/01/2019 15:53:42","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovKit.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovKit.DB","EST\FILIAL\MovKit.DB",".DB","2048","15/01/2019 15:53:52","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\MovKit.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\MovKit.PX","EST\FILIAL\MovKit.PX",".PX","2048","15/01/2019 15:53:52","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedComItem.DB","EST\FILIAL\PedComItem.DB",".DB","2048","15/01/2019 15:54:24","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedComItem.PX","EST\FILIAL\PedComItem.PX",".PX","2048","15/01/2019 15:54:24","23/05/2026 11:30:58","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedComItem.XG0","EST\FILIAL\PedComItem.XG0",".XG0","34816","15/01/2019 15:54:24","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedComItem.XG1","EST\FILIAL\PedComItem.XG1",".XG1","34816","15/01/2019 15:54:24","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.XG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedComItem.XG2","EST\FILIAL\PedComItem.XG2",".XG2","34816","15/01/2019 15:54:24","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.YG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedComItem.YG0","EST\FILIAL\PedComItem.YG0",".YG0","4096","15/01/2019 15:54:24","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.YG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedComItem.YG1","EST\FILIAL\PedComItem.YG1",".YG1","4096","15/01/2019 15:54:24","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedComItem.YG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedComItem.YG2","EST\FILIAL\PedComItem.YG2",".YG2","4096","15/01/2019 15:54:24","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompra.DB","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedCompra.DB","EST\FILIAL\PedCompra.DB",".DB","2048","15/01/2019 15:54:24","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompra.PX","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedCompra.PX","EST\FILIAL\PedCompra.PX",".PX","2048","15/01/2019 15:54:24","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompra.XG0","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedCompra.XG0","EST\FILIAL\PedCompra.XG0",".XG0","34816","15/01/2019 15:54:24","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompra.XG1","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedCompra.XG1","EST\FILIAL\PedCompra.XG1",".XG1","34816","15/01/2019 15:54:24","23/05/2026 11:30:59","True"
"D:\AtelieProd\Equipexe\EST\FILIAL\PedCompra.XG2","D:\AtelieProd\MOD\data\original-readonly\Equipexe\EST\FILIAL\PedCompra.XG2","EST\FILIAL\PedCompra.XG2",".XG2","34816","15/01/2019 15:54:24","23/05/2026 11:30:59","True"
