"FullName","DirectoryName","Name","Extension","Length","LastWriteTime"
"D:\AtelieProd\Equipexe\Ger\Filial\Cheque9Comp.DB","D:\AtelieProd\Equipexe\Ger\Filial","Cheque9Comp.DB",".DB","2048","24/04/2018 10:06:18"
"D:\AtelieProd\Equipexe\Ger\Filial\Cheque9Comp.PX","D:\AtelieProd\Equipexe\Ger\Filial","Cheque9Comp.PX",".PX","2048","24/04/2018 10:06:18"
"D:\AtelieProd\Equipexe\Ger\Filial\Cheque9Comp.XG0","D:\AtelieProd\Equipexe\Ger\Filial","Cheque9Comp.XG0",".XG0","34816","24/04/2018 10:06:18"
"D:\AtelieProd\Equipexe\Ger\Filial\Cheque9Comp.YG0","D:\AtelieProd\Equipexe\Ger\Filial","Cheque9Comp.YG0",".YG0","4096","24/04/2018 10:06:18"
"D:\AtelieProd\Equipexe\Ger\Filial\CompMat.DB","D:\AtelieProd\Equipexe\Ger\Filial","CompMat.DB",".DB","2048","24/04/2018 10:06:20"
"D:\AtelieProd\Equipexe\Ger\Filial\CompMat.PX","D:\AtelieProd\Equipexe\Ger\Filial","CompMat.PX",".PX","2048","24/04/2018 10:06:20"
"D:\AtelieProd\Equipexe\Ger\Filial\CompMat.XG0","D:\AtelieProd\Equipexe\Ger\Filial","CompMat.XG0",".XG0","34816","24/04/2018 10:06:20"
"D:\AtelieProd\Equipexe\Ger\Filial\CompMat.XG1","D:\AtelieProd\Equipexe\Ger\Filial","CompMat.XG1",".XG1","34816","24/04/2018 10:06:20"
"D:\AtelieProd\Equipexe\Ger\Filial\CompMat.YG0","D:\AtelieProd\Equipexe\Ger\Filial","CompMat.YG0",".YG0","4096","24/04/2018 10:06:20"
"D:\AtelieProd\Equipexe\Ger\Filial\CompMat.YG1","D:\AtelieProd\Equipexe\Ger\Filial","CompMat.YG1",".YG1","4096","24/04/2018 10:06:20"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor1.DB","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor1.DB",".DB","4687872","20/05/2026 16:39:38"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor1.PX","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor1.PX",".PX","4096","20/05/2026 16:39:38"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor1.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor1.XG0",".XG0","559104","20/05/2026 16:39:38"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor1.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor1.YG0",".YG0","4096","20/05/2026 16:39:38"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor2.DB","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor2.DB",".DB","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor2.PX","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor2.PX",".PX","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor2.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor2.XG0",".XG0","34816","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor2.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor2.YG0",".YG0","4096","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor3.DB","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor3.DB",".DB","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor3.PX","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor3.PX",".PX","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor3.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor3.XG0",".XG0","34816","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor3.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor3.YG0",".YG0","4096","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor4.DB","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor4.DB",".DB","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor4.PX","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor4.PX",".PX","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor4.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor4.XG0",".XG0","34816","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor4.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor4.YG0",".YG0","4096","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor5.DB","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor5.DB",".DB","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor5.PX","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor5.PX",".PX","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor5.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor5.XG0",".XG0","34816","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor5.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor5.YG0",".YG0","4096","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor6.DB","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor6.DB",".DB","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor6.PX","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor6.PX",".PX","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor6.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor6.XG0",".XG0","34816","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor6.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor6.YG0",".YG0","4096","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor7.DB","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor7.DB",".DB","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor7.PX","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor7.PX",".PX","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor7.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor7.XG0",".XG0","34816","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor7.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor7.YG0",".YG0","4096","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor8.DB","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor8.DB",".DB","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor8.PX","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor8.PX",".PX","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor8.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor8.XG0",".XG0","34816","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor8.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor8.YG0",".YG0","4096","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor9.DB","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor9.DB",".DB","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor9.PX","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor9.PX",".PX","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor9.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor9.XG0",".XG0","34816","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContaCor9.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ContaCor9.YG0",".YG0","4096","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeLot.DB","D:\AtelieProd\Equipexe\Ger\Filial","ContChequeLot.DB",".DB","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeLot.PX","D:\AtelieProd\Equipexe\Ger\Filial","ContChequeLot.PX",".PX","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeRec.DB","D:\AtelieProd\Equipexe\Ger\Filial","ContChequeRec.DB",".DB","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeRec.PX","D:\AtelieProd\Equipexe\Ger\Filial","ContChequeRec.PX",".PX","2048","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeRec.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ContChequeRec.XG0",".XG0","34816","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeRec.XG1","D:\AtelieProd\Equipexe\Ger\Filial","ContChequeRec.XG1",".XG1","34816","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeRec.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ContChequeRec.YG0",".YG0","4096","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\ContChequeRec.YG1","D:\AtelieProd\Equipexe\Ger\Filial","ContChequeRec.YG1",".YG1","4096","24/04/2018 10:06:22"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCai.DB","D:\AtelieProd\Equipexe\Ger\Filial","EncCai.DB",".DB","2048","24/04/2018 10:06:24"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCai.PX","D:\AtelieProd\Equipexe\Ger\Filial","EncCai.PX",".PX","2048","24/04/2018 10:06:24"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc1.DB","D:\AtelieProd\Equipexe\Ger\Filial","EncCc1.DB",".DB","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc1.PX","D:\AtelieProd\Equipexe\Ger\Filial","EncCc1.PX",".PX","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc2.DB","D:\AtelieProd\Equipexe\Ger\Filial","EncCc2.DB",".DB","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc2.PX","D:\AtelieProd\Equipexe\Ger\Filial","EncCc2.PX",".PX","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc3.DB","D:\AtelieProd\Equipexe\Ger\Filial","EncCc3.DB",".DB","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc3.PX","D:\AtelieProd\Equipexe\Ger\Filial","EncCc3.PX",".PX","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc4.DB","D:\AtelieProd\Equipexe\Ger\Filial","EncCc4.DB",".DB","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc4.PX","D:\AtelieProd\Equipexe\Ger\Filial","EncCc4.PX",".PX","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc5.DB","D:\AtelieProd\Equipexe\Ger\Filial","EncCc5.DB",".DB","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc5.PX","D:\AtelieProd\Equipexe\Ger\Filial","EncCc5.PX",".PX","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc6.DB","D:\AtelieProd\Equipexe\Ger\Filial","EncCc6.DB",".DB","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc6.PX","D:\AtelieProd\Equipexe\Ger\Filial","EncCc6.PX",".PX","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc7.DB","D:\AtelieProd\Equipexe\Ger\Filial","EncCc7.DB",".DB","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc7.PX","D:\AtelieProd\Equipexe\Ger\Filial","EncCc7.PX",".PX","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc8.DB","D:\AtelieProd\Equipexe\Ger\Filial","EncCc8.DB",".DB","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc8.PX","D:\AtelieProd\Equipexe\Ger\Filial","EncCc8.PX",".PX","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc9.DB","D:\AtelieProd\Equipexe\Ger\Filial","EncCc9.DB",".DB","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EncCc9.PX","D:\AtelieProd\Equipexe\Ger\Filial","EncCc9.PX",".PX","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EnvEmails.DB","D:\AtelieProd\Equipexe\Ger\Filial","EnvEmails.DB",".DB","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EnvEmails.PX","D:\AtelieProd\Equipexe\Ger\Filial","EnvEmails.PX",".PX","2048","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EnvEmails.XG0","D:\AtelieProd\Equipexe\Ger\Filial","EnvEmails.XG0",".XG0","34816","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EnvEmails.XG1","D:\AtelieProd\Equipexe\Ger\Filial","EnvEmails.XG1",".XG1","34816","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EnvEmails.YG0","D:\AtelieProd\Equipexe\Ger\Filial","EnvEmails.YG0",".YG0","4096","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\EnvEmails.YG1","D:\AtelieProd\Equipexe\Ger\Filial","EnvEmails.YG1",".YG1","4096","24/04/2018 10:06:26"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrc.DB","D:\AtelieProd\Equipexe\Ger\Filial","LanOrc.DB",".DB","2048","24/04/2018 10:06:32"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrc.PX","D:\AtelieProd\Equipexe\Ger\Filial","LanOrc.PX",".PX","2048","24/04/2018 10:06:32"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrc.XG0","D:\AtelieProd\Equipexe\Ger\Filial","LanOrc.XG0",".XG0","34816","24/04/2018 10:06:32"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrc.YG0","D:\AtelieProd\Equipexe\Ger\Filial","LanOrc.YG0",".YG0","4096","24/04/2018 10:06:32"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrcPro.DB","D:\AtelieProd\Equipexe\Ger\Filial","LanOrcPro.DB",".DB","2048","24/04/2018 10:06:32"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrcPro.PX","D:\AtelieProd\Equipexe\Ger\Filial","LanOrcPro.PX",".PX","2048","24/04/2018 10:06:32"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrcPro.XG0","D:\AtelieProd\Equipexe\Ger\Filial","LanOrcPro.XG0",".XG0","34816","24/04/2018 10:06:32"
"D:\AtelieProd\Equipexe\Ger\Filial\LanOrcPro.YG0","D:\AtelieProd\Equipexe\Ger\Filial","LanOrcPro.YG0",".YG0","4096","24/04/2018 10:06:32"
"D:\AtelieProd\Equipexe\Ger\Filial\Material.DB","D:\AtelieProd\Equipexe\Ger\Filial","Material.DB",".DB","2048","24/04/2018 10:06:34"
"D:\AtelieProd\Equipexe\Ger\Filial\Material.PX","D:\AtelieProd\Equipexe\Ger\Filial","Material.PX",".PX","2048","24/04/2018 10:06:34"
"D:\AtelieProd\Equipexe\Ger\Filial\Material.XG0","D:\AtelieProd\Equipexe\Ger\Filial","Material.XG0",".XG0","34816","24/04/2018 10:06:34"
"D:\AtelieProd\Equipexe\Ger\Filial\Material.YG0","D:\AtelieProd\Equipexe\Ger\Filial","Material.YG0",".YG0","4096","24/04/2018 10:06:34"
"D:\AtelieProd\Equipexe\Ger\Filial\MensagensSMS.DB","D:\AtelieProd\Equipexe\Ger\Filial","MensagensSMS.DB",".DB","2048","24/04/2018 10:06:34"
"D:\AtelieProd\Equipexe\Ger\Filial\MensagensSMS.PX","D:\AtelieProd\Equipexe\Ger\Filial","MensagensSMS.PX",".PX","2048","24/04/2018 10:06:34"
"D:\AtelieProd\Equipexe\Ger\Filial\MovConTel.DB","D:\AtelieProd\Equipexe\Ger\Filial","MovConTel.DB",".DB","2048","24/04/2018 10:06:38"
"D:\AtelieProd\Equipexe\Ger\Filial\MovConTel.PX","D:\AtelieProd\Equipexe\Ger\Filial","MovConTel.PX",".PX","2048","24/04/2018 10:06:38"
"D:\AtelieProd\Equipexe\Ger\Filial\MovConTel.XG0","D:\AtelieProd\Equipexe\Ger\Filial","MovConTel.XG0",".XG0","34816","24/04/2018 10:06:38"
"D:\AtelieProd\Equipexe\Ger\Filial\MovConTel.YG0","D:\AtelieProd\Equipexe\Ger\Filial","MovConTel.YG0",".YG0","4096","24/04/2018 10:06:38"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.DB","D:\AtelieProd\Equipexe\Ger\Filial","MovControle.DB",".DB","4096","24/04/2018 10:06:38"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.PX","D:\AtelieProd\Equipexe\Ger\Filial","MovControle.PX",".PX","2048","24/04/2018 10:06:38"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.XG0","D:\AtelieProd\Equipexe\Ger\Filial","MovControle.XG0",".XG0","34816","24/04/2018 10:06:38"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.XG1","D:\AtelieProd\Equipexe\Ger\Filial","MovControle.XG1",".XG1","34816","24/04/2018 10:06:38"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.YG0","D:\AtelieProd\Equipexe\Ger\Filial","MovControle.YG0",".YG0","4096","24/04/2018 10:06:38"
"D:\AtelieProd\Equipexe\Ger\Filial\MovControle.YG1","D:\AtelieProd\Equipexe\Ger\Filial","MovControle.YG1",".YG1","4096","24/04/2018 10:06:38"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProc.DB","D:\AtelieProd\Equipexe\Ger\Filial","MovProc.DB",".DB","2048","24/04/2018 10:06:52"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProc.PX","D:\AtelieProd\Equipexe\Ger\Filial","MovProc.PX",".PX","2048","24/04/2018 10:06:52"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProc.XG0","D:\AtelieProd\Equipexe\Ger\Filial","MovProc.XG0",".XG0","34816","24/04/2018 10:06:52"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProc.XG1","D:\AtelieProd\Equipexe\Ger\Filial","MovProc.XG1",".XG1","34816","24/04/2018 10:06:52"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProc.YG0","D:\AtelieProd\Equipexe\Ger\Filial","MovProc.YG0",".YG0","4096","24/04/2018 10:06:52"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProc.YG1","D:\AtelieProd\Equipexe\Ger\Filial","MovProc.YG1",".YG1","4096","24/04/2018 10:06:52"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProcItem.DB","D:\AtelieProd\Equipexe\Ger\Filial","MovProcItem.DB",".DB","2048","24/04/2018 10:06:52"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProcItem.PX","D:\AtelieProd\Equipexe\Ger\Filial","MovProcItem.PX",".PX","2048","24/04/2018 10:06:52"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProcItem.XG0","D:\AtelieProd\Equipexe\Ger\Filial","MovProcItem.XG0",".XG0","34816","24/04/2018 10:06:52"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProcItem.XG1","D:\AtelieProd\Equipexe\Ger\Filial","MovProcItem.XG1",".XG1","34816","24/04/2018 10:06:52"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProcItem.YG0","D:\AtelieProd\Equipexe\Ger\Filial","MovProcItem.YG0",".YG0","4096","24/04/2018 10:06:52"
"D:\AtelieProd\Equipexe\Ger\Filial\MovProcItem.YG1","D:\AtelieProd\Equipexe\Ger\Filial","MovProcItem.YG1",".YG1","4096","24/04/2018 10:06:52"
"D:\AtelieProd\Equipexe\Ger\Filial\NovoReg.DB","D:\AtelieProd\Equipexe\Ger\Filial","NovoReg.DB",".DB","2048","24/04/2018 10:07:02"
"D:\AtelieProd\Equipexe\Ger\Filial\Ponto.DB","D:\AtelieProd\Equipexe\Ger\Filial","Ponto.DB",".DB","133120","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\Ponto.PX","D:\AtelieProd\Equipexe\Ger\Filial","Ponto.PX",".PX","4096","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\Ponto.XG0","D:\AtelieProd\Equipexe\Ger\Filial","Ponto.XG0",".XG0","34816","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\Ponto.XG1","D:\AtelieProd\Equipexe\Ger\Filial","Ponto.XG1",".XG1","34816","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\Ponto.YG0","D:\AtelieProd\Equipexe\Ger\Filial","Ponto.YG0",".YG0","4096","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\Ponto.YG1","D:\AtelieProd\Equipexe\Ger\Filial","Ponto.YG1",".YG1","4096","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\PontoEnc.DB","D:\AtelieProd\Equipexe\Ger\Filial","PontoEnc.DB",".DB","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\PontoEnc.PX","D:\AtelieProd\Equipexe\Ger\Filial","PontoEnc.PX",".PX","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\PontoEnc.XG0","D:\AtelieProd\Equipexe\Ger\Filial","PontoEnc.XG0",".XG0","34816","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\PontoEnc.YG0","D:\AtelieProd\Equipexe\Ger\Filial","PontoEnc.YG0",".YG0","4096","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProcesMaq.DB","D:\AtelieProd\Equipexe\Ger\Filial","ProcesMaq.DB",".DB","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProcesMaq.PX","D:\AtelieProd\Equipexe\Ger\Filial","ProcesMaq.PX",".PX","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProcesMaqComp.DB","D:\AtelieProd\Equipexe\Ger\Filial","ProcesMaqComp.DB",".DB","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProcesMaqComp.PX","D:\AtelieProd\Equipexe\Ger\Filial","ProcesMaqComp.PX",".PX","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdComArea.DB","D:\AtelieProd\Equipexe\Ger\Filial","ProdComArea.DB",".DB","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdComArea.PX","D:\AtelieProd\Equipexe\Ger\Filial","ProdComArea.PX",".PX","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdComArea.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ProdComArea.XG0",".XG0","34816","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdComArea.XG1","D:\AtelieProd\Equipexe\Ger\Filial","ProdComArea.XG1",".XG1","34816","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdComArea.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ProdComArea.YG0",".YG0","4096","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdComArea.YG1","D:\AtelieProd\Equipexe\Ger\Filial","ProdComArea.YG1",".YG1","4096","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdKit.DB","D:\AtelieProd\Equipexe\Ger\Filial","ProdKit.DB",".DB","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdKit.PX","D:\AtelieProd\Equipexe\Ger\Filial","ProdKit.PX",".PX","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdKit.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ProdKit.XG0",".XG0","34816","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdKit.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ProdKit.YG0",".YG0","4096","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\Produt.DB","D:\AtelieProd\Equipexe\Ger\Filial","Produt.DB",".DB","67584","31/07/2023 13:26:30"
"D:\AtelieProd\Equipexe\Ger\Filial\Produt.PX","D:\AtelieProd\Equipexe\Ger\Filial","Produt.PX",".PX","4096","13/09/2019 10:05:52"
"D:\AtelieProd\Equipexe\Ger\Filial\Produt.XG0","D:\AtelieProd\Equipexe\Ger\Filial","Produt.XG0",".XG0","34816","13/09/2019 10:05:52"
"D:\AtelieProd\Equipexe\Ger\Filial\Produt.XG1","D:\AtelieProd\Equipexe\Ger\Filial","Produt.XG1",".XG1","34816","13/09/2019 10:05:52"
"D:\AtelieProd\Equipexe\Ger\Filial\Produt.YG0","D:\AtelieProd\Equipexe\Ger\Filial","Produt.YG0",".YG0","4096","13/09/2019 10:05:52"
"D:\AtelieProd\Equipexe\Ger\Filial\Produt.YG1","D:\AtelieProd\Equipexe\Ger\Filial","Produt.YG1",".YG1","4096","13/09/2019 10:05:52"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdutImp.DB","D:\AtelieProd\Equipexe\Ger\Filial","ProdutImp.DB",".DB","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdutImp.PX","D:\AtelieProd\Equipexe\Ger\Filial","ProdutImp.PX",".PX","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdutImp.XG0","D:\AtelieProd\Equipexe\Ger\Filial","ProdutImp.XG0",".XG0","34816","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProdutImp.YG0","D:\AtelieProd\Equipexe\Ger\Filial","ProdutImp.YG0",".YG0","4096","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProFaiCom.DB","D:\AtelieProd\Equipexe\Ger\Filial","ProFaiCom.DB",".DB","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ProFaiCom.PX","D:\AtelieProd\Equipexe\Ger\Filial","ProFaiCom.PX",".PX","2048","24/04/2018 10:07:06"
"D:\AtelieProd\Equipexe\Ger\Filial\ResCli.DB","D:\AtelieProd\Equipexe\Ger\Filial","ResCli.DB",".DB","2048","24/04/2018 10:07:06"
