Dominio,Tabela,Caminho,TamanhoArquivo,QtdColunas,ClassesCampo,CamposPrincipais,Criticidade
outro,CadRam,Ger\Dados\CadRam.DB,2048,6,outro:2; id_codigo:1; cliente_ref:1; texto_observacao:1; data_hora:1,CodRam; DesRam; GruRam; Cancelado; MotivoCan; DatCan,media
outro,CadSit,Ger\Dados\CadSit.DB,2048,6,status_situacao:2; id_codigo:1; cliente_ref:1; data_hora:1; texto_observacao:1,CodSit; DesSit; GruSit; Cancelado; DatCan; MotivoCan,media
outro,CadSubC,Ger\Dados\CadSubC.DB,34816,7,outro:3; id_codigo:1; usuario_auditoria:1; texto_observacao:1; cliente_ref:1,CodSubC; DesSubC; GruSubC; Obs; Cancelado; Contabil; Contabil2,media
outro,CadTipCon,Ger\Dados\CadTipCon.DB,2048,7,id_codigo:2; outro:1; texto_observacao:1; cliente_ref:1; data_hora:1; ordem_rol_ref:1,CodCont; CodTipCon; DesTipCon; Obs; Cancelado; DatCan; HorCan,media
outro,CadTipProc,Ger\Dados\CadTipProc.DB,2048,6,texto_observacao:2; id_codigo:1; outro:1; cliente_ref:1; data_hora:1,CodTipProc; DesTipProc; Cancelado; DatCan; MotivoCan; Obs,media
outro,CadUnid,Ger\Dados\CadUnid.DB,2048,7,id_codigo:2; produto_ref:2; cliente_ref:1; texto_observacao:1; data_hora:1,CodUnid; DesUnid; ObsUnid; Cancelado; MotivoCanc; DatCan; CodResp,media
outro,CadVen,Ger\Dados\CadVen.DB,34816,24,id_codigo:6; outro:6; cliente_ref:5; data_hora:2; ordem_rol_ref:2; valor_monetario:2; texto_observacao:1,CodVen; NomVen; EndVen; CidVen; EstVen; CepVen; TelVen; DddVen; DatNas; PorcVen; GruVen; Senha; Cancelado; DatCan; MotivoCan; HorCan; CodVenCan; AutDesc,media
outro,CadVenPro,Ger\Dados\CadVenPro.DB,2048,3,id_codigo:3,CodPro; CodVen; CodFaiCom,media
outro,CaminhosFlex,Ger\Dados\CaminhosFlex.DB,2048,6,texto_observacao:2; id_codigo:1; outro:1; usuario_auditoria:1; data_hora:1,CodFil; NomeTab; CaminhoFlex; Obs; Usuario; Data,media
outro,CenCus,Ger\Dados\CenCus.DB,2048,4,valor_monetario:2; id_codigo:1; cliente_ref:1,CodCenCus; DesCenCus; DesCenCusA; Cancelado,media
outro,CenCusCli,Ger\Dados\CenCusCli.DB,2048,17,outro:6; id_codigo:3; cliente_ref:3; data_hora:3; valor_monetario:1; texto_observacao:1,CodCli; CenCus; DesCenCus; Cancelado; MotivoCan; DatCan; CodTab; EMail; Disp2; EnviaEmail; CodCliCont; DatIniCont; DatFimCont; DiaFimCont; LimiteCont; TipoCont; CenCusInt,media
outro,Cep,Ger\Dados\Cep.DB,2048,7,cliente_ref:5; outro:2,CepFacil; Endereco; Cidade; Bairro; Cep; Estado; Tipo,media
outro,Cheque1,Ger\Dados\Cheque1.DB,4096,14,outro:7; data_hora:3; id_codigo:1; cliente_ref:1; texto_observacao:1; usuario_auditoria:1,Banco; NumChe; TipChe; ValChe; SeqLan; ChePre; DatChe; Cancelado; MotivoCanc; DatCanc; SeqLanPar; Nominal; DatChePre; UsuarioChe,media
outro,ClaManut,Ger\Dados\ClaManut.DB,2048,7,valor_monetario:2; texto_observacao:2; id_codigo:1; cliente_ref:1; data_hora:1,CodClaMan; DesClaMan; ObsClaMan; Cancelado; DatCan; MotivoCan; ValCusto,media
outro,ClaPerda,Ger\Dados\ClaPerda.DB,2048,6,texto_observacao:2; id_codigo:1; valor_monetario:1; cliente_ref:1; data_hora:1,CodClaPer; DesClaPer; ObsClaPer; Cancelado; DatCan; MotivoCan,media
outro,CliComissao,Ger\Dados\CliComissao.DB,2048,14,id_codigo:8; outro:4; texto_observacao:1; status_situacao:1,CodCli; CodFor; Modulo; CodClaRec; TipCom; Conta; Obs; CodCla; CodSubC; CodCenCus; CodClaProj; CodUnid; Status; ValCom,media
outro,ClienMar,Ger\Dados\ClienMar.DB,2048,6,produto_ref:2; texto_observacao:2; cliente_ref:1; data_hora:1,Marcacao; DesMarca; Cancelado; DatCan; MotivoCan; Obs,media
outro,CliPecLav,Ger\Dados\CliPecLav.DB,2048,4,id_codigo:2; usuario_auditoria:1; cliente_ref:1,CodUsuario; CodCli; NomUsuario; NomCli,media
outro,CompAutoPecas,Ger\Dados\CompAutoPecas.DB,2048,4,outro:2; status_situacao:1; id_codigo:1,Situacao; Placa; CodPeca; ProximaTroca,media
outro,David,Ger\Dados\David.DB,6144,7,cliente_ref:4; outro:2; id_codigo:1,Codigo; Endereco; Cidade; Bairro; Cep; Estado; Tipo,media
outro,EncProg,Ger\Dados\EncProg.DB,67584,5,data_hora:2; outro:1; id_codigo:1; status_situacao:1,DatReg; Seq; CodFil; DatEnc; Situacao,media
outro,Equipe,Ger\Dados\Equipe.DB,34816,5,outro:4; ordem_rol_ref:1,Formulario; Campo; Posicao; CaminhoTable; Mensagem,media
outro,Erros,Ger\Dados\Erros.DB,2048,7,id_codigo:4; outro:3,CodErro; DesErro; DesErroCom; Solucao; CodSatCla; CodSatSubC; CodSatGru,media
outro,Especie,Ger\Dados\Especie.DB,34816,2,id_codigo:1; outro:1,CodEsp; DesEsp,media
outro,Feriados,Ger\Dados\Feriados.DB,34816,3,id_codigo:1; ordem_rol_ref:1; outro:1,CodFeriados; DesFeriados; Semana,media
outro,Filiais,Ger\Dados\Filiais.DB,34816,32,outro:18; id_codigo:6; cliente_ref:6; fiscal_documento:2,CodFil; NomFil; EndFil; CidFil; EstFil; CepFil; TelFil; Contato; CgcFil; DigFil; GruFil; CodTab; InsEstFil; InsMunFil; Grupo1; Grupo2; Grupo3; Grupo4,media
outro,ForCont,Ger\Dados\ForCont.DB,2048,4,id_codigo:2; outro:1; data_hora:1,CodFor; NParc; VencCont; CodInd,media
outro,Forneced,Ger\Dados\Forneced.DB,67584,44,outro:15; cliente_ref:12; id_codigo:5; texto_observacao:3; data_hora:3; produto_ref:2; status_situacao:1; fiscal_documento:1,CodFor; NomFor; EndFor; CidFor; EstFor; CepFor; TelFor; Contato; CgcFor; DigFor; GruFor; ArqLogFor; CodCla; BaiFor; TelFor2; Celular; email; Obs,media
outro,FornecMar,Ger\Dados\FornecMar.DB,2048,6,produto_ref:2; texto_observacao:2; cliente_ref:1; data_hora:1,Marcacao; DesMarca; Cancelado; DatCan; MotivoCan; Obs,media
outro,FunAfastam,Ger\Dados\FunAfastam.DB,2048,8,data_hora:3; id_codigo:2; texto_observacao:2; cliente_ref:1,CodCli; CodFun; DatInicio; DatFinal; Motivo; Cancelado; DatCanc; MotivoCanc,media
outro,GerDadCam,Ger\Dados\GerDadCam.DB,34816,5,outro:4; id_codigo:1,Arquivo; Campo; Chave1; Conteudo; Memo,media
outro,GerDadFlex,Ger\Dados\GerDadFlex.DB,2048,10,outro:6; id_codigo:2; cliente_ref:1; valor_monetario:1,Arquivo; Campo; Tipo; Tamanho; Cancelado; AbreAuto; Obrigatorio; CodGruGer; CodOrigem; DesCampo,media
outro,GerDadGru,Ger\Dados\GerDadGru.DB,2048,7,texto_observacao:2; id_codigo:1; outro:1; cliente_ref:1; data_hora:1; ordem_rol_ref:1,CodGruGer; DesGruGer; Cancelado; DatCan; HorCan; MotivoCan; ObsGruGer,media
outro,GruFil,Ger\Dados\GruFil.DB,2048,6,cliente_ref:3; texto_observacao:2; data_hora:1,GruFil; DesGruFil; ObsFil; Cancelado; DatCan; MotivoCan,media
outro,GruFil2,Ger\Dados\GruFil2.DB,2048,6,cliente_ref:3; texto_observacao:2; data_hora:1,GruFil; DesGruFil; ObsFil; Cancelado; DatCan; MotivoCan,media
outro,GruFil3,Ger\Dados\GruFil3.DB,2048,6,cliente_ref:3; texto_observacao:2; data_hora:1,GruFil; DesGruFil; ObsFil; Cancelado; DatCan; MotivoCan,media
outro,GruFor,Ger\Dados\GruFor.DB,34816,7,cliente_ref:4; texto_observacao:1; data_hora:1; outro:1,GruFor; DesGruFor; ObsGruFor; Cancelado; MotivoCan; DatCan; Grupo,media
outro,GruFor2,Ger\Dados\GruFor2.DB,2048,7,cliente_ref:3; texto_observacao:2; data_hora:1; outro:1,GruFor; DesGruFor; Obs; Cancelado; DatCan; MotivoCan; Grupo,media
outro,GruFor3,Ger\Dados\GruFor3.DB,2048,6,cliente_ref:3; texto_observacao:2; data_hora:1,GruFor; DesGruFor; Obs; Cancelado; DatCan; MotivoCan,media
outro,GruFor4,Ger\Dados\GruFor4.DB,2048,6,cliente_ref:3; texto_observacao:2; data_hora:1,GruFor; DesGruFor; Obs; Cancelado; DatCan; MotivoCan,media
outro,GruPro,Ger\Dados\GruPro.DB,34816,17,outro:9; texto_observacao:2; id_codigo:2; cliente_ref:2; data_hora:2,GruPro; DesGruPro; obs; Principais; LimQdeCon; CodPra; RegCodLoc; Cancelado; DatCan; MotivoCan; AgrGruPro; ContTing; GruProTer; PedeTodCad; PedeTec; PedeFator; Sujidade,media
outro,GruProces,Ger\Dados\GruProces.DB,2048,6,outro:2; texto_observacao:2; cliente_ref:1; data_hora:1,GruProces; DesGruProc; Cancelado; MotivoCan; DatCan; Obs,media
outro,GruProSub,Ger\Dados\GruProSub.DB,2048,3,ordem_rol_ref:2; produto_ref:1,GruProSub; DesProSub; ObsProSub,media
outro,GruVen,Ger\Dados\GruVen.DB,34816,6,outro:2; texto_observacao:2; cliente_ref:1; data_hora:1,GruVen; DesGruVen; Obs; Cancelado; DatCan; MotivoCan,media
outro,InteresCan,Ger\Dados\InteresCan.DB,2048,6,id_codigo:2; texto_observacao:1; data_hora:1; ordem_rol_ref:1; fiscal_documento:1,CodInt; MotivoCan; DatCan; Horcan; CodUsuario; ExportaSAT,media
outro,InteresMar,Ger\Dados\InteresMar.DB,2048,6,produto_ref:2; texto_observacao:2; cliente_ref:1; data_hora:1,Marcacao; DesMarca; Cancelado; DatCan; MotivoCan; Obs,media
outro,Interessad,Ger\Dados\Interessad.DB,2048,42,outro:16; cliente_ref:9; id_codigo:8; produto_ref:3; usuario_auditoria:2; texto_observacao:2; status_situacao:1; data_hora:1,CodInt; NomInt; RazSocInt; EndInt; Unidade; CidInt; BaiInt; EstInt; CepInt; TelInt; TelInt2; CelInt; Contato; SiteInt; emailInt; GruCli; GruCli2; GruCli3,media
outro,LigTel,Ger\Dados\LigTel.DB,2048,10,outro:4; data_hora:2; cliente_ref:1; id_codigo:1; texto_observacao:1; status_situacao:1,Linha; Telefone; Codigo; TipCli; Obs; DatLig; HorLig; Status; HorTerLig; DatTerLig,media
outro,MotAltDup,Ger\Dados\MotAltDup.DB,2048,6,data_hora:3; texto_observacao:2; cliente_ref:1,MotAltDup; DesAltDup; Obs; Cancelado; DatCan; MotivoCan,media
outro,Motorista,Ger\Dados\Motorista.DB,4096,6,outro:3; id_codigo:1; data_hora:1; cliente_ref:1,CodMotorista; NomMotorista; DatNas; EndMotorista; CidMotorista; EstMotorista,media
outro,PadLctoFin,Ger\Dados\PadLctoFin.DB,34816,12,id_codigo:5; outro:3; texto_observacao:2; cliente_ref:1; data_hora:1,SeqFin; Histor; TipLan; CodCla; CodSubC; CodCenCus; CodUsuario; Cancelado; DatCan; MotivoCan; CodFor; EmiRecibo,media
outro,ResCli,Ger\Dados\ResCli.DB,2048,5,outro:3; id_codigo:2,CodCli; CodPro; SeqResCli; DesResPro; OrdemImp,media
outro,Roteiros,Ger\Dados\Roteiros.DB,2048,7,outro:2; valor_monetario:1; cliente_ref:1; data_hora:1; texto_observacao:1; id_codigo:1,Roteiro; DesRoteiro; Valor; Cancelado; DatCan; MotivoCan; CodAp,media
outro,TelCont,Ger\Dados\TelCont.DB,2048,5,id_codigo:2; fiscal_documento:1; outro:1; texto_observacao:1,NumTel; TipSat; CodCad; Contato; Obs,media
outro,TipFil,Ger\Dados\TipFil.DB,2048,6,texto_observacao:2; id_codigo:1; outro:1; cliente_ref:1; data_hora:1,CodTipFil; DesTipFil; ObsTipFil; Cancelado; DatCan; MotivoCan,media
outro,TipoExped,Ger\Dados\TipoExped.DB,2048,2,id_codigo:1; outro:1,CodExped; DesExped,media
outro,Transp,Ger\Dados\Transp.DB,2048,13,outro:9; cliente_ref:2; id_codigo:1; data_hora:1,CodTransp; NomTransp; EndTransp; CidTransp; EstTransp; TelTransp; Contato; Placa; Grupo; FreteConta; CGC; DIG; INSCEST,media
outro,Veiculo,Ger\Dados\Veiculo.DB,4096,4,outro:2; produto_ref:1; id_codigo:1,Placa; Modelo; CodMotorista; Kilometragem,media
outro,CadEst,Importa\EST\DADOS\CadEst.DB,2048,6,outro:2; id_codigo:1; cliente_ref:1; data_hora:1; texto_observacao:1,CodEst; DesEst; LocEst; Cancelado; DatCan; MotivoCan,media
outro,CadAdv,Lav\Dados\CadAdv.DB,2048,8,outro:3; data_hora:3; cliente_ref:1; texto_observacao:1,SeqAdv; Mensg; DatIni; DatFim; Cancelado; DatCan; MotivoCan; TamFont,media
outro,CadAdvTip,Lav\Dados\CadAdvTip.DB,2048,3,outro:2; texto_observacao:1,SeqAdv; TipAdv; Obs,media
outro,CadAgrPro,Lav\Dados\CadAgrPro.DB,2048,5,cliente_ref:3; outro:1; texto_observacao:1,AgrGruPro; DesAgrGruPro; TipAgr; Cancelado; MotivoCanc,media
outro,CadFatorGru,Lav\Dados\CadFatorGru.DB,2048,4,outro:3; id_codigo:1,CodFatPre; GruPro; Fator; Promocao,media
outro,CadFitas,Lav\Dados\CadFitas.DB,34816,6,outro:5; id_codigo:1,DiaSem; DesSem; Limite; Atual; CodPra; IntDiaSem,media
outro,CadPas,Lav\Dados\CadPas.DB,34816,11,outro:4; id_codigo:2; cliente_ref:2; ordem_rol_ref:1; data_hora:1; texto_observacao:1,CodPas; NomPas; EndPas; CidPas; EstPas; PorCom; Cancelado; DatCan; MotivoCan; Senha; CodUsuPonto,media
outro,CadQuinFat,Lav\Dados\CadQuinFat.DB,2048,3,id_codigo:1; valor_monetario:1; status_situacao:1,Codigo; Descricao; Status,media
outro,CadSerTing,Lav\Dados\CadSerTing.DB,2048,6,id_codigo:2; outro:1; cliente_ref:1; data_hora:1; texto_observacao:1,CodSerTin; DesSerTin; CodInteg; Cancelado; DatCan; MotivoCan,media
outro,CadTipTing,Lav\Dados\CadTipTing.DB,2048,6,id_codigo:2; outro:1; cliente_ref:1; data_hora:1; texto_observacao:1,CodTipTin; DesTipTin; Cancelado; DatCan; MotivoCan; CodInteg,media
outro,Caract,Lav\Dados\Caract.DB,34816,5,valor_monetario:2; id_codigo:1; cliente_ref:1; texto_observacao:1,CodCar; DesCar; DesCarAbr; Cancelado; MotivoCan,media
outro,Empree,Lav\Dados\Empree.DB,2048,2,id_codigo:1; outro:1,CodEmpree; DesEmpree,media
outro,FatPre_C,Lav\Dados\FatPre_C.DB,34816,11,outro:7; id_codigo:2; data_hora:2,CodFatPre; DesFatPre; DiaEnt; Fator; DesFatPreAbr; Disp; CodProm; ConPonCF; TipFat; DatIniFat; DatFimFat,media
outro,GruEnt,Lav\Dados\GruEnt.DB,34816,6,outro:2; texto_observacao:2; cliente_ref:1; data_hora:1,GruEnt; DesGruEnt; Obs; Cancelado; MotivoCan; DatCan,media
outro,GruProTer,Lav\Dados\GruProTer.DB,2048,2,outro:1; id_codigo:1,GruPro; CodSerTin,media
outro,Prazos,Lav\Dados\Prazos.DB,34816,7,outro:6; id_codigo:1,CodPra; DesPra; Fator; DiaEnt; FitaGru; FitaLim; FitaAtual,media
outro,PromCad,Lav\Dados\PromCad.DB,2048,16,outro:6; data_hora:4; id_codigo:2; produto_ref:1; cliente_ref:1; texto_observacao:1; ordem_rol_ref:1,CodProm; DesProm; FormaCred; TipCred; FatPreAbat; Limite; Aviso; CodProEnt; GruProEnt; DatIniProm; DatFimProm; Cancelado; DatCan; MotivoCan; MultImpRol; DatFimAba,media
outro,ProTipTec,Lav\Dados\ProTipTec.DB,2048,3,id_codigo:2; outro:1,CodPro; CodTipTec; Fator,media
outro,SerLav,Lav\Dados\SerLav.DB,100352,21,outro:10; id_codigo:4; ordem_rol_ref:4; fiscal_documento:2; cliente_ref:1,CodSerLav; DesSerLav; GruSerLav; TipoControle; ValCom; Pontos; TipCom; ValComL; PontosL; TipComL; PontosProd; CalcNF; CodFor; ComForTer; TipForTer; Imprimir; CodSerLav2; CodSerTer,media
outro,TabFat,Lav\Dados\TabFat.DB,34816,7,outro:5; id_codigo:2,CodTab; CodFatPre; DiaEnt; Fator; DesFatPre; TipCalculo; Promocao,media
outro,TabPra,Lav\Dados\TabPra.DB,34816,5,outro:3; id_codigo:2,CodTab; CodPra; DiaEnt; Fator; DesPra,media
outro,TabPreco,Lav\Dados\TabPreco.DB,34816,33,outro:17; id_codigo:5; data_hora:3; ordem_rol_ref:3; valor_monetario:2; texto_observacao:2; cliente_ref:1,CodTab; DesTab; CodTipTab; GruCli; DatValTab; DescontoFat; DescontoAdi; Senha; ExiVlrRol; PreKg; TipAluProp; Cancelado; DatCan; MotivoCan; TipFat; CodPra; HorCan; CodVenCan,media
outro,TabPro,Lav\Dados\TabPro.DB,34816,19,outro:6; id_codigo:4; produto_ref:2; quantidade:2; valor_monetario:2; data_hora:1; ordem_rol_ref:1; fiscal_documento:1,CodTab; CodPro; PreUniVen; QdeEtiqueta; QdeFitas; DesPro; DesProTab; PesoProdut; DatVen; MarTabRes; PreServico; DescFat; CodProces; DescFatTip; PesoPacote; TipPacote; ControleLim; CFOP,media
outro,TabProDesc,Lav\Dados\TabProDesc.DB,2048,4,id_codigo:3; texto_observacao:1,CodTab; CodPro; CodDesc; Obs,media
outro,TabProPrEn,Lav\Dados\TabProPrEn.DB,2048,4,id_codigo:3; texto_observacao:1,CodTab; CodPro; CodProm; Obs,media
outro,TabProProm,Lav\Dados\TabProProm.DB,2048,4,id_codigo:3; texto_observacao:1,CodTab; CodPro; CodProm; Obs,media
outro,TabProSer,Lav\Dados\TabProSer.DB,165888,6,id_codigo:3; outro:3,CodTab; CodPro; CodSerLav; PreUniSer; TipCom; ValCom,media
outro,TipEnt,Lav\Dados\TipEnt.DB,34816,11,outro:5; id_codigo:2; cliente_ref:1; data_hora:1; texto_observacao:1; ordem_rol_ref:1,CodTipEnt; DesTipEnt; Fator; GruEnt; Tipo; QdeVias; Cancelado; DatCan; MotivoCan; HorCan; CodVenCan,media
outro,TipSer,Lav\Dados\TipSer.DB,34816,7,id_codigo:2; outro:1; cliente_ref:1; data_hora:1; texto_observacao:1; ordem_rol_ref:1,CodTipSer; DesTipSer; Cancelado; DatCan; MotivoCan; HorCan; CodVenCan,media
outro,TipTab,Lav\Dados\TipTab.DB,34816,6,outro:3; id_codigo:2; fiscal_documento:1,CodTipTab; DesTipTab; DesNota; CodNota; PedeCorDef; PedeTipEntrada,media
outro,TipTec,Lav\Dados\TipTec.DB,34816,7,outro:4; id_codigo:3,CodTipTec; DesTipTec; Fator; DesTipTecAbr; CodTipTec2; CodTecTer; TipFat,media
outro,AutoPecas,MAN\DADOS\AutoPecas.DB,2048,10,outro:3; ordem_rol_ref:2; id_codigo:1; cliente_ref:1; texto_observacao:1; data_hora:1; valor_monetario:1,CodPecas; DesPecas; KilomTroca; Tipo; GruPecas; DiasTroca; Cancelado; MotivoCan; DatCan; Valor,media
outro,CompAutoPecas,MAN\DADOS\CompAutoPecas.DB,2048,7,id_codigo:2; outro:2; status_situacao:1; data_hora:1; valor_monetario:1,Situacao; CodEquipam; CodPeca; ProximaTro; DatPrxTroc; QdeUltLim; Valor,media
outro,Condutor,MAN\DADOS\Condutor.DB,2048,10,outro:3; data_hora:2; cliente_ref:2; texto_observacao:2; id_codigo:1,CodCondut; NomCondut; DatNas; EndCondut; CidCondut; EstCondut; Cancelado; MotivoCan; DatCan; ObsCondut,media
outro,Equipam,MAN\DADOS\Equipam.DB,2048,11,outro:5; id_codigo:2; data_hora:2; cliente_ref:1; texto_observacao:1,CodEquipam; DesEquipam; CodCondut; Kilometrag; LimKilom; QdeUltLim; Cancelado; MotivoCan; DatCan; ValCompra; DatCompra,media
outro,MovEquip,MAN\DADOS\MovEquip.DB,2048,17,outro:6; data_hora:3; texto_observacao:3; id_codigo:2; ordem_rol_ref:1; cliente_ref:1; status_situacao:1,SeqMovEqu; CodEquipam; DatIni; QdeIni; HorIni; QdeFim; HorFim; CodCondut; Obs1; Obs2; Cancelado; DatCan; MotivoCan; DatFim; Status; QdeLimIni; QdeLimFim,media
outro,MovTrocas,MAN\DADOS\MovTrocas.DB,2048,11,id_codigo:2; data_hora:2; texto_observacao:2; ordem_rol_ref:1; quantidade:1; cliente_ref:1; valor_monetario:1; outro:1,SeqMovTroc; CodEquipam; CodPecas; DatLan; Qtde; Cancelado; MotivoCan; DatCan; Valor; Obs; QdeLim,media
outro,ClaManut,PEC\DADOS\ClaManut.DB,2048,7,valor_monetario:2; texto_observacao:2; id_codigo:1; cliente_ref:1; data_hora:1,CodClaMan; DesClaMan; ObsClaMan; Cancelado; DatCan; MotivoCan; ValCusto,media
outro,ClaPerda,PEC\DADOS\ClaPerda.DB,2048,6,texto_observacao:2; id_codigo:1; valor_monetario:1; cliente_ref:1; data_hora:1,CodClaPer; DesClaPer; ObsClaPer; Cancelado; DatCan; MotivoCan,media
outro,FunAfastam,PEC\DADOS\FunAfastam.DB,2048,8,data_hora:3; id_codigo:2; texto_observacao:2; cliente_ref:1,CodCli; CodFun; DatInicio; DatFinal; Motivo; Cancelado; DatCanc; MotivoCanc,media
permissao_auth,GruUsuarios,Ger\Dados\GruUsuarios.DB,2048,6,usuario_auditoria:3; cliente_ref:1; texto_observacao:1; data_hora:1,GruUsuario; DesGruUsu; ObsGruUsu; Cancelado; MotivoCan; DatCan,alta
permissao_auth,Nivel,Ger\Dados\Nivel.DB,67584,13,outro:7; id_codigo:3; data_hora:1; ordem_rol_ref:1; usuario_auditoria:1,Tipo; CodUsuario; CodFil; CodSistema; Rotina; Op; NivelI; NivelA; NivelE; NivelT; DatCad; HorCad; ResUsuario,alta
permissao_auth,Senhas,Ger\Dados\Senhas.DB,2048,3,outro:2; id_codigo:1,CodUsuario; Sistema; OpcMenu,alta
permissao_auth,UsuaFil,Ger\Dados\UsuaFil.DB,2048,3,id_codigo:2; status_situacao:1,CodUsuario; CodFil; Status,alta
permissao_auth,UsuaGru,Ger\Dados\UsuaGru.DB,2048,6,texto_observacao:2; id_codigo:1; usuario_auditoria:1; cliente_ref:1; data_hora:1,CodUsuaGru; DesUsuaGru; Obs; Cancelado; DatCan; MotivoCan,alta
permissao_auth,UsuaGruInt,Ger\Dados\UsuaGruInt.DB,2048,4,id_codigo:2; data_hora:1; status_situacao:1,CodUsuaGru; CodUsuario; DatCad; Sit,alta
permissao_auth,Usuarios,Ger\Dados\Usuarios.DB,34816,14,usuario_auditoria:5; id_codigo:2; data_hora:2; cliente_ref:2; outro:1; texto_observacao:1; ordem_rol_ref:1,CodUsuario; NomUsuario; GruUsuario; TipUsuario; Senha; DatCad; Cancelado; DatCan; UsuarioCan; MotivoCan; HorCan; CopUsuario; email; CodSubC,alta
permissao_auth,UsuaSis,Ger\Dados\UsuaSis.DB,34816,3,id_codigo:2; status_situacao:1,CodUsuario; CodSistema; Status,alta
produto_servico,CadPro,ESC\DADOS\CadPro.DB,2048,13,data_hora:5; outro:4; cliente_ref:3; id_codigo:1,CodPro; NomPro; EndPro; CidPro; EstPro; CepPro; TelPro; DddPro; DatNas; HorAul0; HorAul; HorAul2; HorAul3,critica
produto_servico,MarcasEst,EST\DADOS\MarcasEst.DB,2048,6,texto_observacao:2; id_codigo:1; outro:1; cliente_ref:1; data_hora:1,CodMarEst; DesMarEst; Obs; Cancelado; MotivoCan; DatCan,critica
produto_servico,ParamGrupo,Estruturas\ParamGrupo.db,4096,2,outro:2,Sistema; GrupoExibido,critica
produto_servico,CadMarca,Ger\Dados\CadMarca.DB,2048,3,id_codigo:1; outro:1; texto_observacao:1,CodMar; DesMar; Obs,critica
produto_servico,CadProcAnexo,Ger\Dados\CadProcAnexo.DB,2048,5,outro:3; id_codigo:1; valor_monetario:1,CodProces; Seq; Anexo; DescAnexo; Rotina,critica
produto_servico,CadProces,Ger\Dados\CadProces.DB,2048,13,outro:4; id_codigo:2; data_hora:2; produto_ref:1; cliente_ref:1; texto_observacao:1; usuario_auditoria:1; status_situacao:1,CodProces; DesProces; GruProces; Cancelado; MotivoCan; DatCan; Prazo; Versao; Responsavel; TipProc; CodClaProc; Status; TipCad,critica
produto_servico,CadProcesAlt,Ger\Dados\CadProcesAlt.DB,2048,6,id_codigo:2; outro:1; valor_monetario:1; texto_observacao:1; data_hora:1,CodProces; Seq; DescAlt; Obs; DatAlt; CodUsuario,critica
produto_servico,CadProcItem,Ger\Dados\CadProcItem.DB,2048,11,outro:4; id_codigo:2; texto_observacao:2; cliente_ref:1; data_hora:1; usuario_auditoria:1,CodProces; Seq; Ordem; DesOpera; Cancelado; DatCan; MotivoCan; CodProcInt; ObsOpera; Obrigatorio; Responsavel,critica
produto_servico,CadProducao,Ger\Dados\CadProducao.DB,2048,7,outro:2; data_hora:2; id_codigo:1; ordem_rol_ref:1; quantidade:1,Tipo; Codigo; DiaSemana; QdeHoras; PecaHora; PesoHora; PontoHora,critica
produto_servico,Cores,Ger\Dados\Cores.DB,34816,7,id_codigo:3; valor_monetario:2; cliente_ref:1; texto_observacao:1,CodCor; DesCor; NumCor; DesCorAbr; Cancelado; MotivoCan; CodCorTer,critica
produto_servico,ContaCor1,Ger\Filial\ContaCor1.DB,4687872,13,id_codigo:6; outro:5; texto_observacao:1; data_hora:1,SeqBan; Histor; DatLan; ValBan; TipLan; CodCla; CodUsuario; SeqCai; CodSubC; TipOpe; CodCenCus; CodClaProj; CodUnid,critica
produto_servico,ContaCor2,Ger\Filial\ContaCor2.DB,2048,13,id_codigo:6; outro:5; texto_observacao:1; data_hora:1,SeqBan; Histor; DatLan; ValBan; TipLan; CodCla; CodUsuario; SeqCai; CodSubC; TipOpe; CodCenCus; CodClaProj; CodUnid,critica
produto_servico,ContaCor3,Ger\Filial\ContaCor3.DB,2048,13,id_codigo:6; outro:5; texto_observacao:1; data_hora:1,SeqBan; Histor; DatLan; ValBan; TipLan; CodCla; CodUsuario; SeqCai; CodSubC; TipOpe; CodCenCus; CodClaProj; CodUnid,critica
produto_servico,ContaCor4,Ger\Filial\ContaCor4.DB,2048,13,id_codigo:6; outro:5; texto_observacao:1; data_hora:1,SeqBan; Histor; DatLan; ValBan; TipLan; CodCla; CodUsuario; SeqCai; CodSubC; TipOpe; CodCenCus; CodClaProj; CodUnid,critica
produto_servico,ContaCor5,Ger\Filial\ContaCor5.DB,2048,13,id_codigo:6; outro:5; texto_observacao:1; data_hora:1,SeqBan; Histor; DatLan; ValBan; TipLan; CodCla; CodUsuario; SeqCai; CodSubC; TipOpe; CodCenCus; CodClaProj; CodUnid,critica
produto_servico,ContaCor6,Ger\Filial\ContaCor6.DB,2048,13,id_codigo:6; outro:5; texto_observacao:1; data_hora:1,SeqBan; Histor; DatLan; ValBan; TipLan; CodCla; CodUsuario; SeqCai; CodSubC; TipOpe; CodCenCus; CodClaProj; CodUnid,critica
produto_servico,ContaCor7,Ger\Filial\ContaCor7.DB,2048,13,id_codigo:6; outro:5; texto_observacao:1; data_hora:1,SeqBan; Histor; DatLan; ValBan; TipLan; CodCla; CodUsuario; SeqCai; CodSubC; TipOpe; CodCenCus; CodClaProj; CodUnid,critica
produto_servico,ContaCor8,Ger\Filial\ContaCor8.DB,2048,13,id_codigo:6; outro:5; texto_observacao:1; data_hora:1,SeqBan; Histor; DatLan; ValBan; TipLan; CodCla; CodUsuario; SeqCai; CodSubC; TipOpe; CodCenCus; CodClaProj; CodUnid,critica
