"Directory","Table","Field","Class","DataType","NonEmpty","DistinctTracked","Evidence"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodCli","cliente","System.String","5064","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","NomCli","cliente","System.String","5064","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EndCli","outro","System.String","3854","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CidCli","outro","System.String","1761","23","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EstCli","outro","System.String","4973","4","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CepCli","outro","System.String","1669","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","TelCli","outro","System.String","849","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","TelCli2","outro","System.String","37","36","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Contato","outro","System.String","184","181","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CgcCli","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","DigCli","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","GruCli","cliente","System.String","2","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodTab","data","System.String","2391","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","InsEstCli","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","InsMunCli","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EndCobCli","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EndEntCli","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CidCobCli","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CidEntCli","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EstCobCli","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EstEntCli","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CepCobCli","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CepEntCli","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodPai","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodUf","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodCid","outro","System.String","8","4","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodRam","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodCpg","outro","System.String","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodFpg","outro","System.String","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","ArqLogCli","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Roteiro","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CCM","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","FisJur","outro","System.String","5064","4","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","DatCad","data","System.DateTime","5064","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Status","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Seg","outro","System.Boolean","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Ter","outro","System.Boolean","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Qua","outro","System.Boolean","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Qui","outro","System.Boolean","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Sex","outro","System.Boolean","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Sab","outro","System.Boolean","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Dom","outro","System.Boolean","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","BaiCli","outro","System.String","1933","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Desconto","valor","System.Double","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","DescontoFat","valor","System.Double","16","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodTab2","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodTab3","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodTab4","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodTab5","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodTab6","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodTab7","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodTab8","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodTab9","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","FixaTab","outro","System.Boolean","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","ControlaTab","outro","System.Int32","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodEmpree","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","RazSocCli","outro","System.String","4737","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CPFCli","outro","System.String","1588","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodTransp","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodVen","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","SaldoAnterior","valor","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","ObsSaldo","valor","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Unidade","produto","System.String","2034","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","ObsCli","outro","System.String","39","39","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EntPVisita","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Desativado","outro","System.String","22","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","MotivoDesat","outro","System.String","22","11","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","TipoEntrega","status","System.String","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","ObsCli2","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","ObsCli3","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","ObsCli4","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","DatNas","data","System.DateTime","37","37","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Pontos","outro","System.Double","3182","121","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CompEnd","outro","System.String","1132","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","email","outro","System.String","189","188","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","TelCli3","outro","System.String","2904","200","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodCliSec","cliente","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","VlrFatLim","valor","System.Double","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","TipFatLim","outro","System.String","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodCon","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","GruCli2","cliente","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","GruCli3","cliente","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","ConEmiCar","data","System.String","2476","5","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","BanCai","outro","System.String","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EmiNot","data","System.String","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EmiBol","data","System.String","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","SerieNF","outro","System.String","5064","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","GruCli4","cliente","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Marcacao","produto","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","MarcaVenda","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","MarcaAdm","produto","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","BDExterno","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","LimCred","outro","System.Double","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EmitDup","data","System.String","5064","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","RgCli","outro","System.String","15","15","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","DatCan","data","System.DateTime","22","21","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","ResUsuario","usuario","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","ComisVen","data","System.Double","16","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","OEmissor","valor","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodTipEnt","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Sexo","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EmailProm","outro","System.String","4","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EmailLacto","outro","System.String","14","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","EmailProd","outro","System.String","14","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Senha","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodVenCan","data","System.String","22","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","HorCan","data","System.DateTime","22","22","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodCan","data","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodFaixa","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","QdeFun","quantidade","System.Int32","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","TipPerCont","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CartaoFid","outro","System.String","25","24","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodConCli","outro","System.String","13","13","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","DescISS","valor","System.Double","16","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","DiaPadPag","data","System.Int32","16","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","Faixa","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","ControlEnt","data","System.String","5058","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","FatMinimo","outro","System.Double","16","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","DatFil","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","CodCart","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","PesoLim","quantidade","System.Double","4233","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","DiaPadFat","outro","System.Int32","15","1","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","FormatBol","outro","System.String","8","2","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","Clientes","DesPagBol","data","System.Double","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","CodCli","cliente","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","Contato","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","Cargo","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","Setor","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","DatNas","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","TelContato1","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","RamTel1","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","TelContato2","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","RamTel2","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","CelContato","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","email","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","Obs","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","Cancelado","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","Restricao","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","TipContato","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","CepCon","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","CliContato","EndCon","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","ClientesObs","CodCli","cliente","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","ClientesObs","Obs1","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","ClientesObs","Obs2","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","ClientesObs","Obs3","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","CodCli","cliente","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","CodFun","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","NomFun","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","EndFun","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","BaiFun","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","CidFun","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","EstFun","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","CepFun","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","DatAdm","data","System.DateTime","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","ChapaFun","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","SitFun","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","CodCenCus","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","Box","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","Obs1","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","Obs2","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","Cancelado","status","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","TamRoupa","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","Gaveta","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","FemMas","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","Funcao","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","Setor","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","Apelido","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","Chave","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","Turno","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCli","Disp1","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","CodRoupa","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","CodCli","cliente","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
"D:\AtelieProd\MOD\data\original-readonly\Equipexe\Ger\Dados","FunCliRou","CodFun","outro","System.String","0","0","confirmado por schema + ocorrencia direta readonly"
