Executavel,ArquivoLayout,Indice,TamanhoBytes,ComponentesTPrefix,TiposMaisFrequentes,PossuiQuery,PossuiGrid,PossuiMenu,PossuiRelatorio
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.89.txt,89,85574,1413,Top:423; TabOrder:208; TLabel:118; TitleFont:48; TEdit:45; TPanel:43; TDBLookupCombo:40; TStringField:35,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.9.txt,9,58155,1139,Top:256; TabOrder:97; TStringField:92; TTable:51; TLabel:39; TableType:38; TMenuItem:27; TDataSource:25,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.90.txt,90,85328,1391,Top:413; TabOrder:203; TLabel:115; TitleFont:48; TPanel:43; TEdit:42; TDBLookupCombo:40; TStringField:35,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.91.txt,91,85660,1450,Top:416; TabOrder:197; TLabel:112; TitleFont:48; TStringField:43; TMenuItem:42; TPanel:42; TEdit:40,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.92.txt,92,85994,1550,Top:419; TabOrder:191; TLabel:105; TStringField:70; TitleFont:48; TPanel:42; TMenuItem:40; TDBLookupCombo:39,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.93.txt,93,85528,1498,Top:416; TabOrder:188; TLabel:110; TStringField:56; TitleFont:44; TPanel:42; TMenuItem:40; TDBLookupCombo:39,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.94.txt,94,85301,1481,Top:415; TabOrder:190; TLabel:110; TStringField:52; TPanel:42; TitleFont:40; TMenuItem:40; TDBLookupCombo:39,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.95.txt,95,85276,1487,Top:419; TabOrder:189; TLabel:110; TStringField:52; TPanel:42; TMenuItem:41; TDBLookupCombo:39; TitleFont:36,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.96.txt,96,85131,1483,Top:419; TabOrder:189; TLabel:111; TStringField:52; TPanel:42; TMenuItem:41; TDBLookupCombo:39; TTable:35,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.97.txt,97,84880,1475,Top:418; TabOrder:189; TLabel:111; TStringField:52; TPanel:42; TMenuItem:41; TDBLookupCombo:39; TTable:35,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.98.txt,98,84706,1467,Top:417; TabOrder:189; TLabel:111; TStringField:52; TPanel:42; TMenuItem:41; TDBLookupCombo:39; TTable:35,sim,sim,sim,sim
LavSoft,D:\AtelieProd\MOD\docs\02-arquitetura-legada\layouts-telas\LavSoft.tpf0.99.txt,99,84542,1464,Top:418; TabOrder:190; TLabel:111; TStringField:52; TPanel:43; TMenuItem:41; TDBLookupCombo:39; TTable:35,sim,sim,sim,sim
